1288.821,쥐연쑤,워후
1289.69,ckiu777,불 좀 꺼줄래?
1290.196,행복한흐구,시청자수 꼬라짘ㅋㅋㅋㅋㅋ거의 머기업 수준이네.뷰봇 안돌리면 이게 현실이지
1290.804,aios2016,T1 화이팅!!!!!
1290.889,naegachoigoda,이건 봐도봐도 멋있다
1292.907,부평구꿀주먹,크 페지르페지르!!!!
1294.138,rafa13bolso,HOLYYYYYYYY SHEEEEEEEEEEET
1294.2,일쑤시개,T1화이팅
1294.679,마늘맛사탕,T1 vs 담원이네 개꾸르잼
1296.234,ntheoryb2,눕든 졸리든 이기는게 잘하는거지ㅋㅋ
1297.149,milidancen,페이커가 그리 잘난놈이면 한화와서 증명해보시던가
1297.266,따우,해외는 다 오우오우 거리던데
1297.616,wooei844,으악
1298.021,모찌2088,아지르 데스 토스 오지구로지리구요레릿고요
1298.648,청정소환사,오늘도 엘림인가
1298.796,순당문어,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1300.071,deigo0728,안녕 가짜. 아침 3시에 콜롬비아에서 최고를보고 있습니다. 너는 나의 우상이다. T1에와
1300.723,네버,엘림 나와!
1301.201,delimandu,오늘도 엘림인가
1302.041,작은하마_,페지륵
1304.399,chan01,t1 wint1 wint1 wint1 wint1 win
1307.316,leeseo0607,1ss7
1309.384,김가가,뷰봇 on
1309.586,아가쳐내,불 좀 꺼줄래?
1309.626,세름이,불좀꺼줄래?
1310.423,suni531,커즈 안나오나
1311.441,진우926,zzz
1312.268,아오안,틀니도아니고 배도라지를 누가보노 ㅋㅋ
1314.091,울보페이커,오프닝 뽕 오졌다
1314.202,이이사오,또졌슼
1316.496,나쁜악마_,ㅋㅋㅋㅋㅋㅋ
1317.765,유갤,1ss7~
1318.808,kojy98,불좀꺼줄래?
1319.081,투앙팡,불좀 꺼줄래? 우리 빛상혁좀 보게
1319.93,ejsvkeoqkr2,빛 상 혁
1321.031,수능날멘탈터짐,시청자느는 속도보소
1325.014,vitokone,SeemsGood
1325.148,lkmay1,페이커상 살좀 찌셨네
1326.855,ttaekja,엘림나와도 질텐데 뭘
1328.03,leehangerr,시청자 갑자기 ㅋㅋㅋㅋ
1328.452,jihunkim0812,담원 파이팅!
1328.928,아이언종자,노래뭐냐?
1329.181,woojr1205,T1이 담원을 어케 이기냐 ㅋㅋㅋㅋ
1329.217,sksmsslsms,시험공부 ㄹㅇ 하기싫다 야발
1329.398,hyuneda,7
1331.076,syyeo12,황파 ㄷㄷ
1331.09,debshine,!해설
1332.248,jen4274763,T1WIN!!!!!
1336.034,정글장인장지환,눈쫙찢 ;
1336.982,indigo_0,유튜브 시청자수 고려해도 시청자 적은데ㅋㅋ생각좀~
1337.659,아기고양이유미,담원화이팅!
1337.912,주새요,노래뭐에여 이거
1338.29,leedgdk2,ㅋㅋㅋㅋㅋ
1338.441,REANess,뭔 졸업식임?
1338.967,모자장수입니다,?
1339.365,xx0xx715,ㅋㅋㅋㅋ
1341.074,너나잘하라구우,잘 만들었따~!
1341.315,페미니스트계의대부조강현,노래 멍미
1343.282,dpcqdk001262,베릴ㅋㅋㅋ
1343.478,공속탐켄치박종우,시청자 바로 10배되네
1345.749,뭐하쉔,담원 화이팅!
1346.041,레크짱,ㅣ
1347.069,wiqp1212,ㅗㅜㅑ
1347.09,모스7,배릴 뭔데 ㅋㅋㅋㅋㅋㅋㅋ
1347.284,김무스1,불좀 꺼줄래? 누워보게 불좀 꺼줄래? 누워보게 불좀 꺼줄래? 누워보게 불좀 꺼줄래? 누워보게 불좀 꺼줄래? 누워보게 불좀 꺼줄래? 누워보게 불좀 꺼줄래? 누워보게 불좀 꺼줄래? 누워보게
1347.487,바밤바이러스,허수 귀여웡
1349.347,김병만정글,담원이 티원을 어케이기냐 ㅋㅋㅋ
1351.384,다음주부터,이제 뷰봇 켰네
1357.1,휠싸개라불러도좋아,담원 화이팅!!!
1357.783,WrenGord,DWG WIN~~~~~~~
1358.084,km753k,저기는 날씨 좋네
1358.395,스쿨사또,9976명 ㄷㄷㄷ
1361.618,맨찬,둘다 잘했으면 좋겠지만 내가 응원하는 T1 화이팅!
1362.392,aura30,이거다 뷰봇임ㅋㅋㅋㅋㅋ
1363.551,tory052,경기 언제 시작해요?
1365.986,길을여는바람,ㅎㅇ요
1366.711,전과1범모범수,담원 지금 너무잘하는데 이길 수 있으려나 모르겠네 안그래도 상성이라 무섭다
1370.779,Tenshinbane,good morning
1370.875,onlylpll,뷰봇 진짜냐?
1371.366,kjl20161,갑자기 많리들어와서 그래 뭔 뷰봇이야 ㅋㅋ
1371.867,1lliillii1,5ㅣ시
1371.988,제본,뷰봇 개쩌네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1373.013,miss_snapee,bok
1374.859,bitserver_,담원 이겨라
1375.508,zmxncbvccc,속보) 클로져 미드선발! 속보) 클로져 미드선발! 속보) 클로져 미드선발!
1375.819,ljwbmg,전클와
1375.868,콘후라이,김구르기 ㄷㄷ
1376.114,라지사이즈,T1화이팅!
1377.087,후배팬티에키갈하는연나비,김배인 ㄷㄷ
1377.454,dhkqkd1010,담원화이팅 T1 화이팅 꿀잼경기 보여주세용!!!
1377.559,냐흥,성캐 형 보고 싶어요
1377.606,iq0703,와클 ㄷㄷ
1378.674,Osikaa,오 김베인 ㄷㄷ
1381.129,heypq,오 쌍클템에 용준좌네
1381.563,gksrmffh,전클 동이 아니네
1381.707,참사랑맨,어떻게 사람 이름이 김배인 ㄷㄷ
1381.762,토끼고기다판다,MrDestructoid MrDestructoid
1382.772,쪼옹,사람이름이 배인?
1384.114,시리네스,ㄹㅇ 뷰봇임?
1386.9,샤노아에오,좋은 경기 기대합니다. 갓성캐형이 아니군?
1388.187,오늘도기운내,클라우드 템플러! 클라우드 템플러! 클라우드 템플러!
1388.641,qkakzk88,김베인 ㅋㅋㅋㅋ
1390.044,저섭프,대 황 디 드
1390.886,소진__,쇼메이커 ! 쇼메이커 ! 쇼메이커 ! 쇼메이커 !
1391.323,흐뭇한닉좀,와디드좀...
1391.393,ouo8491,티원화이팅~~
1391.546,bae7990,ㅋㅋㅋㅋㅋ
1391.92,slashnullzero,사람이름이 김베인이요?
1392.246,업비트를알아버린마루쉑,속보 1SS7
1393.174,foking2,2클 1용
1393.721,wuhan_pneumonia19,와디드 뭔데 다시 해설하고있나
1394.237,cosmotheyun,올디드와 영템
1397.13,굴비까스,응 안싸ㅇ
1398.108,에이피혁명,그팀 제외
1399.356,kjh6075,클템!
1399.378,팡키,가명임
1402.933,하츄츄,ㅇㅇ 김베인임
1404.308,코로나와,오늘 경기 레전드네 진짜 ㅋㅋㅋ
1405.397,mepsong22,사람이름이 김배인 ㅋㅋㅋ
1406.59,하늘사수,고건 맞지
1412.099,힘센쿠키,클로저 나이 안되잖아;;
1412.224,다나도비,사람이름이 베인이라고?
1412.589,3센치의신비한물건,볼에 뽀뽀박겟네 용준좌
1412.641,aios2016,T1 화이팅!!!!
1417.236,구미사는어린이,여기서 후원가능하면 재밌겟누
1417.678,잡초뜯는라마,바로 오늘 그팀!
1417.923,장지환장하겠네123,T4 져라 !
1418.107,삼성전자평단가6만원,뭐야 와디드아님?
1419.516,미안무새,T4
1420.246,김병아리_,#GODRX!
1420.481,carryyaa,와디드는 진짜 왜자꾸 나오냐... 진짜 불편해 하는 사람들 많은거 모르나? 피드백 안하냐 ㄹㅇ..
1422.397,푸른바다,155.7은 왜 금지어임?
1422.988,피구짱123,오늘 개꿀잼경기누
1423.561,ckiu777,속보입니다 T1이 이대떡으로 이겼습니다
1424.007,원투맨,ㄷㄷㄷㅈ
1424.292,베프리,^4^
1424.31,방팔봉,t1 화이팅
1424.637,강원기의지갑장지환,와 t1 담원이네
1424.754,준식준식준준식,DRX DRX DRX DRX
1424.811,neomi0905,이런 빅경기에 동준좌가 없네 ㅠ
1427.665,yang6678,d의 의지
1429.865,nari010,^4^
1429.886,장쥥황,DRX 뭐냐구!!!!!!!!!!!
1430.056,담키나,동부서부 명확하네;
1430.913,플다이,T1 T1 T1
1432.058,chan01,drx ㄷㄷ
1432.643,1557skt1557,중학생성희롱김민아
